text,is_retweet,From Iphone,From Media Studio,Crude Oil 5 Minutes,Crude Oil 30 Minutes,Crude Oil 12 Hours,Gold 5 Minutes,Gold 30 Minutes,Gold 12 Hours,USD Index 5 Minutes,USD Index 30 Minutes,USD Index 12 Hours
Thank you @MSNBC real professionals! @chucktodd @maddow,0,1,0,1,1,-1,-1,1,1,1,1,-1
Thank you! #G20Summit,0,1,0,-1,-1,-1,-1,-1,1,-1,1,1
Bipartisan Humanitarian Aid Bill for the Southern Border just passed. A great job done by all! Now we must work to get rid of the Loopholes and fix Asylum. Thank you also to Mexico for the work being done on helping with Illegal Immigration - a very big difference!,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1
Great to be back in Japan for the #G20OsakaSummit,0,1,0,-1,-1,1,-1,1,-1,-1,1,1
All Democrats just raised their hands for giving millions of illegal aliens unlimited healthcare. How about taking care of American Citizens first!? That s the end of that race!,0,1,0,-1,-1,1,-1,-1,-1,1,-1,-1
The Stock Market went up massively from the day after I won the Election all the way up to the day that I took office because of the enthusiasm for the fact that I was going to be President. That big Stock Market increase must be credited to me. If Hillary won - a Big Crash!,0,1,0,1,-1,-1,-1,-1,-1,1,1,1
I am in Japan at the G-20 representing our Country well but I heard it was not a good day for Sleepy Joe or Crazy Bernie. One is exhausted the other is nuts - so what s the big deal?,0,1,0,1,-1,-1,-1,1,-1,-1,-1,1
So many amazing things happened over the last three days. All or at least most of those things are great for the United States. Much was accomplished!,0,1,0,1,1,-1,-1,1,1,-1,-1,1
Stock had the Best First Half since 1997.  @WallStreetJour  Our Country is doing great - the talk of the world!,0,1,0,1,-1,-1,1,1,1,-1,1,1
Stocks Cap Best First Half Since 1997  @WallStreetJour  Our Country is doing great!,0,1,0,1,-1,-1,1,1,-1,-1,1,1
Stocks Cap Best First Half Since 1997  @WSJ Our Country is doing great!,0,1,0,-1,-1,-1,1,1,-1,1,1,1
Congratulations to legislators in New Jersey for not passing taxes that would have driven large numbers of high end taxpayers out of the state. Many were planning to leave will now be staying. New York others should start changing their thought process on taxes fast!,0,1,0,1,1,1,1,1,1,-1,-1,-1
Thank you to President Moon of South Korea for hosting the American Delegation and me immediately following the very successful G-20 in Japan. While there it was great to call on Chairman Kim of North Korea to have our very well covered meeting. Good things can happen for all!,0,1,0,1,1,1,1,1,1,-1,-1,-1
Congratulations to Prime Minister Abe of Japan for hosting such a fantastic and well run G-20. There wasn t a thing that was missing or a mistake that was made. PERFECT! The people of Japan must be very proud of their Prime Minister.,0,1,0,1,1,1,1,-1,1,-1,-1,-1
In my opinion the President has done more good on the Korean issue in the last year and a half than President Obama did in eight years. If you look at the strides they made during the Obama years which advocated strategic patience-they stuck their head in the sand. This is.....,0,1,0,-1,-1,-1,-1,-1,1,1,-1,-1
.....why President Trump has to deal with North Korea the way it is now. He had to figure out what to do with the Korea mess. I think this is why the President deserves a lot of credit.  Harry Kazianis Center for the National Interest. Thank you!,0,1,0,-1,-1,-1,-1,-1,1,1,-1,-1
It is very hard and expensive to live in New York. Governor Andrew Cuomo uses his Attorney General as a bludgeoning tool for his own purposes. They sue on everything always in search of a crime. I even got sued on a Foundation which took Zero rent expenses gave away...,0,1,0,1,1,1,-1,-1,1,-1,1,-1
....more money than it had. Going on for years originally brought by Crooked Hillary s Campaign Chair A.G. Eric Schneiderman until forced to resign for abuse against women. They never even looked at the disgusting Clinton Foundation. Now Cuomo s A.G. is harassing all of my....,0,1,0,1,1,1,-1,-1,1,-1,1,-1
....New York businesses in search of anything at all they can find to make me look as bad as possible. So on top of ridiculously high taxes my children and companies are spending a fortune on lawyers. No wonder people and businesses are fleeing New York in record numbers!,0,1,0,1,1,1,-1,-1,1,-1,1,-1
That s right The Trump Foundation gave away 100% plus with Zero rent or expenses charged and has been being sued by Cuomo and New York State for years - another part of the political Witch Hunt. Just in case anyone is interested - Clinton Foundation never even looked at!,0,1,0,1,1,1,-1,1,1,1,-1,-1
I am excited to announce that @MercedesSchlapp will soon be joining our Campaign. She feels so strongly about our Country its future. We are setting records in so many ways we will keep it going. Mercedes has done a fantastic job within the Administration I am so thankful!,0,1,0,-1,-1,-1,-1,-1,1,1,1,-1
It was great being with Chairman Kim Jong Un of North Korea this weekend. We had a great meeting he looked really well and very healthy - I look forward to seeing him again soon....,0,1,0,0,-1,-1,-1,-1,1,1,1,-1
....In the meantime our teams will be meeting to work on some solutions to very long term and persistent problems. No rush but I am sure we will ultimately get there!,0,1,0,0,-1,-1,-1,-1,1,1,1,-1
I will be interviewed by @TuckerCarlson tonight at 8:00pm on @FoxNews!,0,1,0,-1,-1,-1,-1,-1,1,-1,1,-1
People are fleeing New York like never before. If they own a business they are twice as likely to flee. And if they are a victim of harassment by the A.G. of the state like what they are doing to our great NRA which I think will move quickly to Texas where they are loved.....,0,1,0,-1,-1,-1,1,1,1,-1,-1,-1
...Texas will defend them indemnify them against political harassment by New York State and Governor Cuomo. So many people are leaving New York for Texas and Florida that it is totally under siege. First New York taxes you too high then they sue you just to complete the job,0,1,0,-1,-1,-1,1,1,1,-1,-1,-1
Mark Levin has written a big number one bestselling book called conspicuously and accurately  Unfreedom of the Press.  It is a great book that tells it like it is fake news and all. Keep this book number one!,0,1,0,-1,-1,-1,1,1,1,-1,-1,-1
As most people are aware according to the Polls I won EVERY debate including the three with Crooked Hillary Clinton despite the fact that in the first debate they modulated the sound on me and got caught. This crew looks somewhat easier than Crooked but you never know?,0,1,0,-1,1,-1,1,1,1,1,1,1
The Economy is the BEST IT HAS EVER BEEN! Even much of the Fake News is giving me credit for that!,0,1,0,1,1,-1,1,1,1,1,-1,1
Big 4th of July in D.C.  Salute to America.  The Pentagon our great Military Leaders are thrilled to be doing this showing to the American people among other things the strongest and most advanced Military anywhere in the World. Incredible Flyovers biggest ever Fireworks!,0,1,0,-1,-1,-1,1,1,1,1,1,1
Robert Mueller is being asked to testify yet again. He said he could only stick to the Report that is what he would and must do. After so much testimony total transparency this Witch Hunt must now end. No more Do Overs. No Collusion No Obstruction. The Great Hoax is dead!,0,1,0,1,1,1,1,1,1,1,-1,1
Thank you Prime Minster Abe for inviting me to address heads of State on the economic + national security imperative of ec,1,1,0,1,1,1,-1,-1,-1,1,-1,-1
"Thanks to  Phantom Fireworks  and  Fireworks by Grucci"" for their generosity in donating the biggest fireworks show Washington D.C. has ever seen. CEO's Bruce Zoldan and Phil Grucci are helping to make this the greatest 4th of July celebration in our Nations history!",0,1,0,1,1,1,1,1,-1,-1,-1,-1
I am pleased to announce that it is my intention to nominate Christopher Waller Ph. D. Executive VP and Director of Research Federal Reserve Bank of St. Louis Missouri to be on the board of the Federal Reserve....,0,1,0,-1,1,1,1,1,-1,-1,-1,-1
....Prior to his current position Christopher served as a professor and Chair of Economics at Notre Dame.,0,1,0,-1,1,1,1,1,-1,-1,-1,-1
I am pleased to announce that it is my intention to nominate Judy Shelton Ph. D. U.S. Executive Dir European Bank of Reconstruction Development. Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels.,0,1,0,-1,1,1,1,1,-1,-1,-1,-1
I am pleased to announce that it is my intention to nominate Judy Shelton Ph. D. U.S. Executive Dir European Bank of Reconstruction Development to be on the board of the Federal Reserve....,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1
....Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels.,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1
More great information from the @NatlParkService for Thursday s Fourth of July Celebration here in Washington D.C. #SaluteToAmerica,0,1,0,1,1,1,-1,-1,-1,1,1,1
Thanks @RobertJeffress!,0,1,0,0,1,1,-1,-1,-1,1,1,1
A very sad time for America when the Supreme Court of the United States won t allow a question of  Is this person a Citizen of the United States?  to be asked on the #2020 Census! Going on for a long time. I have asked the Department of Commerce and the Department of Justice....,0,1,0,-1,-1,1,1,1,-1,1,1,-1
....to do whatever is necessary to bring this most vital of questions and this very important case to a successful conclusion. USA! USA! USA!,0,1,0,-1,-1,1,1,1,-1,1,1,-1
Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States and others who paid NOTHING long before I became President - and they have now breached their stockpile limit. Not good!,0,1,0,-1,-1,1,-1,1,-1,1,-1,-1
Our July 4th Salute to America at the Lincoln Memorial is looking to be really big. It will be the show of a lifetime!,0,1,0,1,-1,1,-1,0,1,-1,-1,-1
We have the greatest economy anywhere in the world. We have the greatest military anywhere in the world. Not bad!,0,1,0,-1,-1,1,1,1,1,-1,1,-1
SP 500 hits new record high. Up 19% for the year. Congratulations!,0,1,0,-1,1,-1,-1,1,-1,1,-1,-1
China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!,0,1,0,1,1,-1,1,1,-1,-1,-1,-1
The cost of our great Salute to America tomorrow will be very little compared to what it is worth. We own the planes we have the pilots the airport is right next door (Andrews) all we need is the fuel. We own the tanks and all. Fireworks are donated by two of the greats. Nice!,0,1,0,-1,1,-1,0,-1,-1,-1,1,-1
Congratulations to Navy Seal Eddie Gallagher his wonderful wife Andrea and his entire family. You have been through much together. Glad I could help!,0,1,0,1,1,-1,-1,0,-1,1,1,-1
The News Reports about the Department of Commerce dropping its quest to put the Citizenship Question on the Census is incorrect or to state it differently FAKE! We are absolutely moving forward as we must because of the importance of the answer to this question.,0,1,0,-1,1,-1,-1,-1,-1,1,-1,-1
If Illegal Immigrants are unhappy with the conditions in the quickly built or refitted detentions centers just tell them not to come. All problems solved!,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
Mexico is doing a far better job than the Democrats on the Border. Thank you Mexico!,0,1,0,-1,-1,-1,-1,-1,-1,0,1,1
Iran has just issued a New Warning. Rouhani says that they will Enrich Uranium to  any amount we want  if there is no new Nuclear Deal. Be careful with the threats Iran. They can come back to bite you like nobody has been bitten before!,0,1,0,-1,-1,-1,1,-1,-1,-1,1,1
Today s Stock Market is the highest in the history of our great Country! This is the 104th time since the Election of 2016 that we have reached a NEW HIGH. Congratulations USA!,0,1,0,-1,1,1,-1,-1,1,1,-1,-1
So important for our Country that the very simple and basic  Are you a Citizen of the United States?  question be allowed to be asked in the 2020 Census. Department of Commerce and the Department of Justice are working very hard on this even on the 4th of July!,0,1,0,1,1,-1,-1,1,1,-1,-1,1
HAPPY 4TH OF JULY!,0,1,0,1,1,-1,-1,1,1,-1,-1,-1
People are coming from far and wide to join us today and tonight for what is turning out to be one of the biggest celebrations in the history of our Country SALUTE TO AMERICA an all day event at the Lincoln Memorial culminating with large scale flyovers of the most modern.....,0,1,0,0,1,-1,-1,-1,1,1,-1,-1
....and advanced aircraft anywhere in the World. Perhaps even Aircraft One will do a low loud sprint over the crowd. That will start at 6:00P.M. but be there early. Then at 9:00 P.M. a great (to put it mildly) fireworks display. I will speak on behalf of our great Country!,0,1,0,0,1,-1,-1,-1,1,1,-1,-1
People are coming from far and wide to join us today and tonight for what is turning out to be one of the biggest celebrations in the history of our Country SALUTE TO AMERICA an all day event at the Lincoln Memorial culminating with large scale flyovers of the most modern.....,0,1,0,-1,-1,-1,-1,-1,1,1,1,1
....and advanced aircraft anywhere in the World. Perhaps even Air Force One will do a low loud sprint over the crowd. That will start at 6:00P.M. but be there early. Then at 9:00 P.M. a great (to put it mildly) fireworks display. I will speak on behalf of our great Country!,0,1,0,-1,-1,-1,-1,-1,1,1,1,1
You cannot be a victim and a victor at the same time. You can either choose to win or accept your status as a loser.,1,1,0,-1,-1,-1,1,-1,1,1,1,1
